name,label
Ses01M_script02_1_F015,unknown
Ses01M_script02_1_F016,unknown
Ses01M_script02_1_F017,anger
Ses01M_script02_1_F018,frustration
Ses01M_script02_1_F019,frustration
Ses01M_script02_1_F020,frustration
Ses01M_script02_1_F021,anger
Ses01M_script02_1_F022,anger
Ses01M_script02_1_F023,anger
Ses01M_script02_1_F024,unknown
Ses01M_script02_1_M000,excitement
Ses01M_script02_1_M001,excitement
Ses01M_script02_1_M002,excitement
Ses01M_script02_1_M003,unknown
Ses01M_script02_1_M004,excitement
Ses01M_script02_1_M005,excitement
Ses01M_script02_1_M006,unknown
Ses01M_script02_1_M007,neutral
Ses01M_script02_1_M008,unknown
Ses01M_script02_1_M009,neutral
Ses01M_script02_1_M010,neutral
Ses01M_script02_1_M011,neutral
Ses01M_script02_1_M012,unknown
Ses01M_script02_1_M013,unknown
Ses01M_script02_1_M014,excitement
Ses01M_script02_1_M015,unknown
Ses01M_script02_1_M016,excitement
Ses01M_script02_1_M017,excitement
Ses01M_script02_1_M018,unknown
Ses01M_script02_1_M019,unknown
Ses01M_script02_1_M020,frustration
Ses01M_script02_1_M021,frustration
Ses01M_script02_1_M022,neutral
Ses01M_script02_1_M023,neutral
Ses01M_script02_1_M024,frustration
Ses01M_script02_1_M025,unknown
Ses01M_script02_1_M026,frustration
Ses01M_script02_1_M027,frustration
Ses01M_script02_1_M028,anger
Ses01M_script02_1_M029,unknown
Ses01M_script02_1_M030,neutral
Ses01M_script02_1_M031,excitement
Ses01M_script02_1_M032,excitement
Ses01M_script02_1_M033,unknown
Ses01M_script02_1_M034,frustration
Ses01M_script02_1_M035,frustration
Ses01M_script02_1_M036,frustration
Ses01M_script02_1_M037,neutral
Ses01M_script02_1_M038,unknown
Ses01M_script02_1_M039,neutral
Ses01M_script02_1_M040,excitement
Ses01M_script02_1_M041,excitement
Ses01M_script02_1_M042,excitement
Ses01M_script02_1_M043,excitement
Ses01M_script02_1_M044,excitement
Ses01M_script02_1_M045,excitement
Ses01M_script02_1_M046,excitement
Ses01M_script02_2_F000,neutral
Ses01M_script02_2_F001,unknown
Ses01M_script02_2_F002,frustration
Ses01M_script02_2_F003,frustration
Ses01M_script02_2_F004,unknown
Ses01M_script02_2_F005,frustration
Ses01M_script02_2_F006,frustration
Ses01M_script02_2_F007,frustration
Ses01M_script02_2_F008,frustration
Ses01M_script02_2_F009,frustration
Ses01M_script02_2_F010,anger
Ses01M_script02_2_F011,anger
Ses01M_script02_2_F012,frustration
Ses01M_script02_2_F013,anger
Ses01M_script02_2_F014,anger
Ses01M_script02_2_F015,anger
Ses01M_script02_2_F016,anger
Ses01M_script02_2_F017,frustration
Ses01M_script02_2_F018,unknown
Ses01M_script02_2_F019,neutral
Ses01M_script02_2_F020,unknown
Ses01M_script02_2_F021,unknown
Ses01M_script02_2_F022,sadness
Ses01M_script02_2_F023,unknown
Ses01M_script02_2_F024,sadness
Ses01M_script02_2_F025,sadness
Ses01M_script02_2_F026,sadness
Ses01M_script02_2_F027,unknown
Ses01M_script02_2_F028,frustration
Ses01M_script02_2_F029,frustration
Ses01M_script02_2_F030,anger
Ses01M_script02_2_F031,anger
Ses01M_script02_2_F032,anger
Ses01M_script02_2_F033,sadness
Ses01M_script02_2_F034,sadness
Ses01M_script02_2_F035,sadness
Ses01M_script02_2_F036,sadness
Ses01M_script02_2_F037,sadness
Ses01M_script02_2_F038,surprise
Ses01M_script02_2_F039,surprise
Ses01M_script02_2_F040,sadness
Ses01M_script02_2_F041,unknown
Ses01M_script02_2_F042,unknown
Ses01M_script02_2_F043,unknown
Ses01M_script02_2_F044,happiness
Ses01M_script02_2_F045,happiness
Ses01M_script02_2_F046,sadness
Ses01M_script02_2_F047,neutral
Ses01M_script02_2_M000,unknown
Ses01M_script02_2_M001,excitement
Ses01M_script02_2_M002,excitement
Ses01M_script02_2_M003,excitement
Ses01M_script02_2_M004,unknown
Ses01M_script02_2_M005,unknown
Ses01M_script02_2_M006,frustration
Ses01M_script02_2_M007,unknown
Ses01M_script02_2_M008,neutral
Ses01M_script02_2_M009,unknown
Ses01M_script02_2_M010,frustration
Ses01M_script02_2_M011,unknown
Ses01M_script02_2_M012,frustration
Ses01M_script02_2_M013,neutral
Ses01M_script02_2_M014,frustration
Ses01M_script02_2_M015,frustration
Ses01M_script02_2_M016,frustration
Ses01M_script02_2_M017,frustration
Ses01M_script02_2_M018,frustration
Ses01M_script02_2_M019,neutral
Ses01M_script02_2_M020,neutral
Ses01M_script02_2_M021,neutral
Ses01M_script02_2_M022,neutral
Ses01M_script02_2_M023,neutral
Ses01M_script02_2_M024,unknown
Ses01M_script02_2_M025,neutral
Ses01M_script02_2_M026,unknown
Ses01M_script02_2_M027,neutral
Ses01M_script02_2_M028,neutral
Ses01M_script02_2_M029,neutral
Ses01M_script02_2_M030,neutral
Ses01M_script02_2_M031,frustration
Ses01M_script02_2_M032,frustration
Ses01M_script02_2_M033,anger
Ses01M_script02_2_M034,frustration
Ses01M_script02_2_M035,anger
Ses01M_script02_2_M036,unknown
Ses01M_script02_2_M037,sadness
Ses01M_script02_2_M038,sadness
Ses01M_script02_2_M039,neutral
Ses01M_script02_2_M040,neutral
Ses01M_script02_2_M041,sadness
Ses01M_script02_2_M042,sadness
Ses01M_script02_2_M043,sadness
Ses01M_script02_2_M044,sadness
Ses01M_script02_2_M045,sadness
Ses01M_script02_2_M046,unknown
Ses01M_script02_2_M047,unknown
Ses01M_script02_2_M048,unknown
Ses01M_script02_2_M049,happiness
Ses01M_script02_2_M050,neutral
Ses01M_script02_2_M051,neutral
Ses01M_script02_2_M052,happiness
Ses01M_script02_2_M053,happiness
Ses01M_script02_2_M054,neutral
Ses01M_script03_1_F000,unknown
Ses01M_script03_1_F001,fear
Ses01M_script03_1_F002,fear
Ses01M_script03_1_F003,happiness
Ses01M_script03_1_F004,happiness
Ses01M_script03_1_F005,unknown
Ses01M_script03_1_F006,unknown
Ses01M_script03_1_F007,excitement
Ses01M_script03_1_F008,happiness
Ses01M_script03_1_F009,happiness
Ses01M_script03_1_F010,happiness
Ses01M_script03_1_F011,happiness
Ses01M_script03_1_F012,unknown
Ses01M_script03_1_F013,unknown
Ses01M_script03_1_F014,happiness
Ses01M_script03_1_F015,happiness
Ses01M_script03_1_F016,unknown
Ses01M_script03_1_F017,happiness
Ses01M_script03_1_F018,happiness
Ses01M_script03_1_F019,happiness
Ses01M_script03_1_F020,unknown
Ses01M_script03_1_F021,happiness
Ses01M_script03_1_F022,unknown
Ses01M_script03_1_F023,unknown
Ses01M_script03_1_F024,happiness
Ses01M_script03_1_F025,unknown
Ses01M_script03_1_F026,unknown
Ses01M_script03_1_F027,unknown
Ses01M_script03_1_F028,unknown
Ses01M_script03_1_F029,unknown
Ses01M_script03_1_F030,happiness
Ses01M_script03_1_F031,excitement
Ses01M_script03_1_F032,unknown
Ses01M_script03_1_F033,unknown
Ses01M_script03_1_F034,happiness
Ses01M_script03_1_F035,unknown
Ses01M_script03_1_F036,happiness
Ses01M_script03_1_F037,happiness
Ses01M_script03_1_F038,happiness
Ses01M_script03_1_F039,happiness
Ses01M_script03_1_F040,happiness
Ses01M_script03_1_F041,excitement
Ses01M_script03_1_M000,fear
Ses01M_script03_1_M001,fear
Ses01M_script03_1_M002,unknown
Ses01M_script03_1_M003,fear
Ses01M_script03_1_M004,happiness
Ses01M_script03_1_M005,unknown
Ses01M_script03_1_M006,unknown
Ses01M_script03_1_M007,unknown
Ses01M_script03_1_M008,unknown
Ses01M_script03_1_M009,unknown
Ses01M_script03_1_M010,happiness
Ses01M_script03_1_M011,happiness
Ses01M_script03_1_M012,happiness
Ses01M_script03_1_M013,happiness
Ses01M_script03_1_M014,sadness
Ses01M_script03_1_M015,unknown
Ses01M_script03_1_M016,happiness
Ses01M_script03_1_M017,happiness
Ses01M_script03_1_M018,unknown
Ses01M_script03_1_M019,happiness
Ses01M_script03_1_M020,unknown
Ses01M_script03_1_M021,happiness
Ses01M_script03_1_M022,happiness
Ses01M_script03_1_M023,unknown
Ses01M_script03_1_M024,unknown
Ses01M_script03_1_M025,unknown
Ses01M_script03_1_M026,unknown
Ses01M_script03_1_M027,unknown
Ses01M_script03_1_M028,excitement
Ses01M_script03_1_M029,excitement
Ses01M_script03_1_M030,happiness
Ses01M_script03_1_M031,happiness
Ses01M_script03_1_M032,unknown
Ses01M_script03_1_M033,happiness
Ses01M_script03_1_M034,unknown
Ses01M_script03_1_M035,unknown
Ses01M_script03_1_M036,unknown
Ses01M_script03_1_M037,excitement
Ses01M_script03_1_M038,unknown
Ses01M_script03_1_M039,happiness
Ses01M_script03_1_M040,happiness
Ses01M_script03_1_M041,happiness
Ses01M_script03_1_M042,unknown
Ses01M_script03_2_F000,unknown
Ses01M_script03_2_F001,unknown
Ses01M_script03_2_F002,unknown
Ses01M_script03_2_F003,surprise
Ses01M_script03_2_F004,unknown
Ses01M_script03_2_F005,unknown
Ses01M_script03_2_F006,neutral
Ses01M_script03_2_F007,unknown
Ses01M_script03_2_F008,unknown
Ses01M_script03_2_F009,unknown
Ses01M_script03_2_F010,neutral
Ses01M_script03_2_F011,anger
Ses01M_script03_2_F012,unknown
Ses01M_script03_2_F013,unknown
Ses01M_script03_2_F014,unknown
Ses01M_script03_2_F015,anger
Ses01M_script03_2_F016,unknown
Ses01M_script03_2_F017,anger
Ses01M_script03_2_F018,unknown
Ses01M_script03_2_F019,unknown
Ses01M_script03_2_F020,unknown
Ses01M_script03_2_F021,unknown
Ses01M_script03_2_F022,anger
Ses01M_script03_2_F023,anger
Ses01M_script03_2_F024,anger
Ses01M_script03_2_F025,anger
Ses01M_script03_2_F026,anger
Ses01M_script03_2_F027,anger
Ses01M_script03_2_F028,anger
Ses01M_script03_2_F029,anger
Ses01M_script03_2_F030,anger
Ses01M_script03_2_F031,anger
Ses01M_script03_2_F032,unknown
Ses01M_script03_2_F033,anger
Ses01M_script03_2_F034,anger
Ses01M_script03_2_F035,anger
Ses01M_script03_2_F036,anger
Ses01M_script03_2_F037,anger
Ses01M_script03_2_F038,anger
Ses01M_script03_2_F039,anger
Ses01M_script03_2_F040,anger
Ses01M_script03_2_F041,anger
Ses01M_script03_2_M000,unknown
Ses01M_script03_2_M001,unknown
Ses01M_script03_2_M002,unknown
Ses01M_script03_2_M003,unknown
Ses01M_script03_2_M004,unknown
Ses01M_script03_2_M005,unknown
Ses01M_script03_2_M006,unknown
Ses01M_script03_2_M007,unknown
Ses01M_script03_2_M008,unknown
Ses01M_script03_2_M009,unknown
Ses01M_script03_2_M010,unknown
Ses01M_script03_2_M011,unknown
Ses01M_script03_2_M012,neutral
Ses01M_script03_2_M013,neutral
Ses01M_script03_2_M014,unknown
Ses01M_script03_2_M015,unknown
Ses01M_script03_2_M016,frustration
Ses01M_script03_2_M017,frustration
Ses01M_script03_2_M018,neutral
Ses01M_script03_2_M019,unknown
Ses01M_script03_2_M020,unknown
Ses01M_script03_2_M021,unknown
Ses01M_script03_2_M022,anger
Ses01M_script03_2_M023,anger
Ses01M_script03_2_M024,anger
Ses01M_script03_2_M025,anger
Ses01M_script03_2_M026,anger
Ses01M_script03_2_M027,anger
Ses01M_script03_2_M028,anger
Ses01M_script03_2_M029,anger
Ses01M_script03_2_M030,anger
Ses01M_script03_2_M031,anger
Ses01M_script03_2_M032,anger
Ses01M_script03_2_M033,anger
Ses01M_script03_2_M034,anger
Ses01M_script03_2_M035,anger
Ses01M_script03_2_M036,anger
Ses01M_script03_2_M037,anger
Ses01M_script03_2_M038,anger
Ses01M_script03_2_M039,anger
Ses01M_script03_2_M040,anger
Ses01M_script03_2_M041,anger
Ses01M_script03_2_M042,anger
Ses01M_script03_2_M043,anger
Ses02F_impro01_F000,neutral
Ses02F_impro01_F001,surprise
Ses02F_impro01_F002,unknown
Ses02F_impro01_F003,frustration
Ses02F_impro01_F004,frustration
Ses02F_impro01_F005,frustration
Ses02F_impro01_F006,frustration
Ses02F_impro01_F007,frustration
Ses02F_impro01_F008,frustration
Ses02F_impro01_F009,frustration
Ses02F_impro01_F010,frustration
Ses02F_impro01_F011,frustration
Ses02F_impro01_F012,frustration
Ses02F_impro01_F013,frustration
Ses02F_impro01_F014,frustration
Ses02F_impro01_F015,frustration
Ses02F_impro01_F016,frustration
Ses02F_impro01_F017,frustration
Ses02F_impro01_F018,anger
Ses02F_impro01_F019,anger
Ses02F_impro01_F020,anger
Ses02F_impro01_F021,anger
Ses02F_impro01_F022,frustration
Ses02F_impro01_F023,frustration
Ses02F_impro01_M000,neutral
Ses02F_impro01_M001,neutral
Ses02F_impro01_M002,neutral
Ses02F_impro01_M003,unknown
Ses02F_impro01_M004,neutral
Ses02F_impro01_M005,frustration
Ses02F_impro01_M006,frustration
Ses02F_impro01_M007,frustration
Ses02F_impro01_M008,frustration
Ses02F_impro01_M009,frustration
Ses02F_impro01_M010,frustration
Ses02F_impro01_M011,frustration
Ses02F_impro01_M012,frustration
Ses02F_impro01_M013,frustration
Ses02F_impro01_M014,frustration
Ses02F_impro01_M015,frustration
Ses02F_impro01_M016,unknown
Ses02F_impro01_M017,anger
Ses02F_impro01_M018,frustration
Ses02F_impro01_M019,anger
Ses02F_impro01_M020,frustration
Ses02F_impro01_M021,frustration
Ses02F_impro01_M022,frustration
Ses02F_impro01_M023,frustration
Ses02F_impro01_M024,frustration
Ses02F_impro02_F000,sadness
Ses02F_impro02_F001,sadness
Ses02F_impro02_F002,sadness
Ses02F_impro02_F003,sadness
Ses02F_impro02_F004,sadness
Ses02F_impro02_F005,sadness
Ses02F_impro02_F006,sadness
Ses02F_impro02_F007,sadness
Ses02F_impro02_F008,sadness
Ses02F_impro02_F009,sadness
Ses02F_impro02_F010,sadness
Ses02F_impro02_F011,sadness
Ses02F_impro02_F012,sadness
Ses02F_impro02_F013,sadness
Ses02F_impro02_M000,unknown
Ses02F_impro02_M001,frustration
Ses02F_impro02_M002,frustration
Ses02F_impro02_M003,frustration
Ses02F_impro02_M004,unknown
Ses02F_impro02_M005,frustration
Ses02F_impro02_M006,frustration
Ses02F_impro02_M007,sadness
Ses02F_impro02_M008,frustration
Ses02F_impro02_M009,frustration
Ses02F_impro02_M010,frustration
Ses02F_impro02_M011,unknown
Ses02F_impro02_M012,sadness
Ses02F_impro03_F000,excitement
Ses02F_impro03_F001,excitement
Ses02F_impro03_F002,unknown
Ses02F_impro03_F003,unknown
Ses02F_impro03_F004,excitement
Ses02F_impro03_F005,unknown
Ses02F_impro03_F006,unknown
Ses02F_impro03_F007,unknown
Ses02F_impro03_F008,unknown
Ses02F_impro03_F009,excitement
Ses02F_impro03_F010,unknown
Ses02F_impro03_F011,excitement
Ses02F_impro03_F012,excitement
Ses02F_impro03_F013,excitement
Ses02F_impro03_F014,excitement
Ses02F_impro03_F015,happiness
Ses02F_impro03_F016,happiness
Ses02F_impro03_F017,happiness
Ses02F_impro03_F018,happiness
Ses02F_impro03_F019,happiness
Ses02F_impro03_F020,unknown
Ses02F_impro03_F021,excitement
Ses02F_impro03_F022,unknown
Ses02F_impro03_F023,happiness
Ses02F_impro03_F024,excitement
Ses02F_impro03_F025,unknown
Ses02F_impro03_F026,happiness
Ses02F_impro03_F027,happiness
Ses02F_impro03_F028,excitement
Ses02F_impro03_F029,happiness
Ses02F_impro03_F030,happiness
Ses02F_impro03_M000,unknown
Ses02F_impro03_M001,neutral
Ses02F_impro03_M002,surprise
Ses02F_impro03_M003,unknown
Ses02F_impro03_M004,happiness
Ses02F_impro03_M005,excitement
Ses02F_impro03_M006,surprise
Ses02F_impro03_M007,surprise
Ses02F_impro03_M008,unknown
Ses02F_impro03_M009,happiness
Ses02F_impro03_M010,happiness
Ses02F_impro03_M011,happiness
Ses02F_impro03_M012,excitement
Ses02F_impro03_M013,neutral
Ses02F_impro03_M014,neutral
Ses02F_impro03_M015,neutral
Ses02F_impro03_M016,neutral
Ses02F_impro03_M017,neutral
Ses02F_impro03_M018,neutral
Ses02F_impro03_M019,happiness
Ses02F_impro03_M020,happiness
Ses02F_impro03_M021,unknown
Ses02F_impro03_M022,happiness
Ses02F_impro03_M023,happiness
Ses02F_impro03_M024,excitement
Ses02F_impro03_M025,excitement
Ses02F_impro03_M026,happiness
Ses02F_impro04_F000,frustration
Ses02F_impro04_F001,frustration
Ses02F_impro04_F002,frustration
Ses02F_impro04_F003,frustration
Ses02F_impro04_F004,frustration
Ses02F_impro04_F005,frustration
Ses02F_impro04_F006,frustration
Ses02F_impro04_F007,frustration
Ses02F_impro04_F008,frustration
Ses02F_impro04_F009,sadness
Ses02F_impro04_F010,frustration
Ses02F_impro04_F011,frustration
Ses02F_impro04_F012,frustration
Ses02F_impro04_F013,frustration
Ses02F_impro04_F014,frustration
Ses02F_impro04_F015,frustration
Ses02F_impro04_F016,sadness
Ses02F_impro04_F017,unknown
Ses02F_impro04_M000,neutral
Ses02F_impro04_M001,neutral
Ses02F_impro04_M002,unknown
Ses02F_impro04_M003,neutral
Ses02F_impro04_M004,neutral
Ses02F_impro04_M005,neutral
Ses02F_impro04_M006,neutral
Ses02F_impro04_M007,neutral
Ses02F_impro04_M008,neutral
Ses02F_impro04_M009,neutral
Ses02F_impro04_M010,neutral
Ses02F_impro04_M011,neutral
Ses02F_impro04_M012,neutral
Ses02F_impro04_M013,neutral
Ses02F_impro04_M014,frustration
Ses02F_impro04_M015,neutral
Ses02F_impro04_M016,neutral
Ses02F_impro04_M017,neutral
Ses02F_impro04_M018,neutral
Ses02F_impro04_M019,neutral
Ses02F_impro04_M020,unknown
Ses02F_impro05_F000,neutral
Ses02F_impro05_F001,neutral
Ses02F_impro05_F002,surprise
Ses02F_impro05_F003,surprise
Ses02F_impro05_F004,neutral
Ses02F_impro05_F005,surprise
Ses02F_impro05_F006,anger
Ses02F_impro05_F007,frustration
Ses02F_impro05_F008,unknown
Ses02F_impro05_F009,unknown
Ses02F_impro05_F010,anger
Ses02F_impro05_F011,frustration
Ses02F_impro05_F012,unknown
Ses02F_impro05_F013,frustration
Ses02F_impro05_F014,frustration
Ses02F_impro05_F015,frustration
Ses02F_impro05_F016,frustration
Ses02F_impro05_F017,frustration
Ses02F_impro05_F018,frustration
Ses02F_impro05_F019,anger
Ses02F_impro05_F020,frustration
Ses02F_impro05_F021,unknown
Ses02F_impro05_F022,frustration
Ses02F_impro05_M000,neutral
Ses02F_impro05_M001,neutral
Ses02F_impro05_M002,neutral
Ses02F_impro05_M003,neutral
Ses02F_impro05_M004,neutral
Ses02F_impro05_M005,neutral
Ses02F_impro05_M006,neutral
Ses02F_impro05_M007,neutral
Ses02F_impro05_M008,neutral
Ses02F_impro05_M009,neutral
Ses02F_impro05_M010,neutral
Ses02F_impro05_M011,neutral
Ses02F_impro05_M012,neutral
Ses02F_impro05_M013,neutral
Ses02F_impro05_M014,neutral
Ses02F_impro05_M015,neutral
Ses02F_impro05_M016,neutral
Ses02F_impro05_M017,neutral
Ses02F_impro05_M018,neutral
Ses02F_impro05_M019,neutral
Ses02F_impro05_M020,neutral
Ses02F_impro05_M021,neutral
Ses02F_impro06_F000,sadness
Ses02F_impro06_F001,sadness
Ses02F_impro06_F002,sadness
Ses02F_impro06_F003,sadness
Ses02F_impro06_F004,sadness
Ses02F_impro06_F005,sadness
Ses02F_impro06_F006,sadness
Ses02F_impro06_F007,sadness
Ses02F_impro06_F008,sadness
Ses02F_impro06_F009,sadness
Ses02F_impro06_F010,sadness
Ses02F_impro06_F011,sadness
Ses02F_impro06_F012,sadness
Ses02F_impro06_F013,sadness
Ses02F_impro06_F014,sadness
Ses02F_impro06_M000,neutral
Ses02F_impro06_M001,neutral
Ses02F_impro06_M002,neutral
Ses02F_impro06_M003,neutral
Ses02F_impro06_M004,neutral
Ses02F_impro06_M005,neutral
Ses02F_impro06_M006,neutral
Ses02F_impro06_M007,neutral
Ses02F_impro06_M008,neutral
Ses02F_impro06_M009,neutral
Ses02F_impro06_M010,neutral
Ses02F_impro06_M011,neutral
Ses02F_impro06_M012,neutral
Ses02F_impro06_M013,neutral
Ses02F_impro06_M014,neutral
Ses02F_impro06_M015,neutral
Ses02F_impro06_M016,neutral
Ses02F_impro06_M017,neutral
Ses02F_impro06_M018,neutral
Ses02F_impro06_M019,neutral
Ses02F_impro07_F000,unknown
Ses02F_impro07_F001,excitement
Ses02F_impro07_F002,excitement
Ses02F_impro07_F003,excitement
Ses02F_impro07_F004,excitement
Ses02F_impro07_F005,excitement
Ses02F_impro07_F006,excitement
Ses02F_impro07_F007,excitement
Ses02F_impro07_F008,excitement
Ses02F_impro07_F009,excitement
Ses02F_impro07_F010,excitement
Ses02F_impro07_F011,excitement
Ses02F_impro07_F012,excitement
Ses02F_impro07_F013,excitement
Ses02F_impro07_F014,excitement
Ses02F_impro07_F015,excitement
Ses02F_impro07_F016,excitement
Ses02F_impro07_F017,excitement
Ses02F_impro07_F018,excitement
Ses02F_impro07_F019,excitement
Ses02F_impro07_F020,excitement
Ses02F_impro07_F021,excitement
Ses02F_impro07_F022,excitement
Ses02F_impro07_F023,excitement
Ses02F_impro07_F024,excitement
Ses02F_impro07_F025,excitement
Ses02F_impro07_F026,excitement
Ses02F_impro07_F027,excitement
Ses02F_impro07_F028,excitement
Ses02F_impro07_F029,excitement
Ses02F_impro07_F030,excitement
Ses02F_impro07_F031,excitement
Ses02F_impro07_F032,excitement
Ses02F_impro07_F033,excitement
Ses02F_impro07_F034,excitement
Ses02F_impro07_F035,excitement
Ses02F_impro07_F036,excitement
Ses02F_impro07_F037,excitement
Ses02F_impro07_M000,neutral
Ses02F_impro07_M001,excitement
Ses02F_impro07_M002,excitement
Ses02F_impro07_M003,excitement
Ses02F_impro07_M004,excitement
Ses02F_impro07_M005,excitement
Ses02F_impro07_M006,excitement
Ses02F_impro07_M007,excitement
Ses02F_impro07_M008,excitement
Ses02F_impro07_M009,excitement
Ses02F_impro07_M010,excitement
Ses02F_impro07_M011,excitement
Ses02F_impro07_M012,unknown
Ses02F_impro07_M013,unknown
Ses02F_impro07_M014,unknown
Ses02F_impro07_M015,unknown
Ses02F_impro07_M016,neutral
Ses02F_impro07_M017,excitement
Ses02F_impro07_M018,happiness
Ses02F_impro07_M019,happiness
Ses02F_impro07_M020,unknown
Ses02F_impro07_M021,unknown
Ses02F_impro07_M022,unknown
Ses02F_impro07_M023,excitement
Ses02F_impro07_M024,unknown
Ses02F_impro07_M025,unknown
Ses02F_impro07_M026,unknown
Ses02F_impro07_M027,excitement
Ses02F_impro07_M028,excitement
Ses02F_impro07_M029,excitement
Ses02F_impro07_M030,unknown
Ses02F_impro07_M031,unknown
Ses02F_impro07_M032,unknown
Ses02F_impro07_M033,unknown
Ses02F_impro07_M034,excitement
Ses02F_impro07_M035,unknown
Ses02F_impro08_F000,neutral
Ses02F_impro08_F001,neutral
Ses02F_impro08_F002,neutral
Ses02F_impro08_F003,neutral
Ses02F_impro08_F004,neutral
Ses02F_impro08_F005,neutral
Ses02F_impro08_F006,neutral
Ses02F_impro08_F007,neutral
Ses02F_impro08_F008,neutral
Ses02F_impro08_F009,neutral
Ses02F_impro08_F010,neutral
Ses02F_impro08_F011,neutral
Ses02F_impro08_F012,neutral
Ses02F_impro08_F013,neutral
Ses02F_impro08_F014,neutral
Ses02F_impro08_F015,neutral
Ses02F_impro08_F016,neutral
Ses02F_impro08_F017,neutral
Ses02F_impro08_F018,neutral
Ses02F_impro08_F019,neutral
Ses02F_impro08_F020,neutral
Ses02F_impro08_F021,neutral
Ses02F_impro08_F022,neutral
Ses02F_impro08_F023,neutral
Ses02F_impro08_F024,neutral
Ses02F_impro08_F025,neutral
Ses02F_impro08_F026,neutral
Ses02F_impro08_F027,neutral
Ses02F_impro08_M000,frustration
Ses02F_impro08_M001,frustration
Ses02F_impro08_M002,frustration
Ses02F_impro08_M003,neutral
Ses02F_impro08_M004,frustration
Ses02F_impro08_M005,neutral
Ses02F_impro08_M006,neutral
Ses02F_impro08_M007,neutral
Ses02F_impro08_M008,neutral
Ses02F_impro08_M009,neutral
Ses02F_impro08_M010,neutral
Ses02F_impro08_M011,neutral
Ses02F_impro08_M012,neutral
Ses02F_impro08_M013,neutral
Ses02F_impro08_M014,unknown
Ses02F_impro08_M015,neutral
Ses02F_impro08_M016,neutral
Ses02F_impro08_M017,unknown
Ses02F_impro08_M018,neutral
Ses02F_impro08_M019,neutral
Ses02F_script01_1_F000,unknown
Ses02F_script01_1_F001,unknown
Ses02F_script01_1_F002,unknown
Ses02F_script01_1_F003,unknown
Ses02F_script01_1_F004,sadness
Ses02F_script01_1_F005,sadness
Ses02F_script01_1_F006,sadness
Ses02F_script01_1_F007,unknown
Ses02F_script01_1_F008,unknown
Ses02F_script01_1_F009,unknown
Ses02F_script01_1_F010,unknown
Ses02F_script01_1_F011,frustration
Ses02F_script01_1_F012,frustration
Ses02F_script01_1_F013,frustration
Ses02F_script01_1_F014,frustration
Ses02F_script01_1_F015,unknown
Ses02F_script01_1_F016,unknown
Ses02F_script01_1_F017,sadness
Ses02F_script01_1_F018,neutral
Ses02F_script01_1_F019,anger
Ses02F_script01_1_F020,unknown
Ses02F_script01_1_F021,neutral
Ses02F_script01_1_F022,unknown
Ses02F_script01_1_F023,frustration
Ses02F_script01_1_F024,frustration
Ses02F_script01_1_F025,neutral
Ses02F_script01_1_F026,neutral
Ses02F_script01_1_F027,neutral
Ses02F_script01_1_F028,sadness
Ses02F_script01_1_F029,frustration
Ses02F_script01_1_F030,frustration
Ses02F_script01_1_F031,frustration
Ses02F_script01_1_F032,frustration
Ses02F_script01_1_F033,frustration
Ses02F_script01_1_F034,frustration
Ses02F_script01_1_F035,surprise
Ses02F_script01_1_F036,anger
Ses02F_script01_1_F037,anger
Ses02F_script01_1_F038,anger
Ses02F_script01_1_F039,unknown
Ses02F_script01_1_F040,anger
Ses02F_script01_1_F041,unknown
Ses02F_script01_1_F042,frustration
Ses02F_script01_1_F043,frustration
Ses02F_script01_1_F044,sadness
Ses02F_script01_1_M000,unknown
Ses02F_script01_1_M001,unknown
Ses02F_script01_1_M002,unknown
Ses02F_script01_1_M003,unknown
Ses02F_script01_1_M004,unknown
Ses02F_script01_1_M005,unknown
Ses02F_script01_1_M006,unknown
Ses02F_script01_1_M007,unknown
Ses02F_script01_1_M008,unknown
Ses02F_script01_1_M009,unknown
Ses02F_script01_1_M010,unknown
Ses02F_script01_1_M011,anger
Ses02F_script01_1_M012,frustration
Ses02F_script01_1_M013,anger
Ses02F_script01_1_M014,unknown
Ses02F_script01_1_M015,frustration
Ses02F_script01_1_M016,unknown
Ses02F_script01_1_M017,neutral
Ses02F_script01_1_M018,frustration
Ses02F_script01_1_M019,frustration
Ses02F_script01_1_M020,frustration
Ses02F_script01_1_M021,anger
Ses02F_script01_1_M022,unknown
Ses02F_script01_1_M023,anger
Ses02F_script01_1_M024,frustration
Ses02F_script01_1_M025,anger
Ses02F_script01_1_M026,unknown
Ses02F_script01_1_M027,sadness
Ses02F_script01_1_M028,unknown
Ses02F_script01_1_M029,neutral
Ses02F_script01_1_M030,unknown
Ses02F_script01_1_M031,frustration
Ses02F_script01_1_M032,frustration
Ses02F_script01_1_M033,frustration
Ses02F_script01_1_M034,unknown
Ses02F_script01_1_M035,unknown
Ses02F_script01_1_M036,anger
Ses02F_script01_1_M037,anger
Ses02F_script01_1_M038,anger
Ses02F_script01_1_M039,unknown
Ses02F_script01_1_M040,neutral
Ses02F_script01_1_M041,unknown
Ses02F_script01_1_M042,frustration
Ses02F_script01_1_M043,neutral
Ses02F_script01_1_M044,neutral
Ses02F_script01_2_F000,unknown
Ses02F_script01_2_F001,unknown
Ses02F_script01_2_F002,unknown
Ses02F_script01_2_F003,unknown
Ses02F_script01_2_F004,other
Ses02F_script01_2_F005,anger
Ses02F_script01_2_F006,unknown
